user_id,age,sex
599,25_34,1.0
600,45_54,1.0
601,25_34,0.0
602,18_24,0.0
603,25_34,0.0
605,18_24,1.0
606,45_54,1.0
607,25_34,0.0
608,45_54,1.0
609,55_64,0.0
610,65_inf,0.0
611,55_64,0.0
612,18_24,0.0
613,55_64,1.0
614,55_64,0.0
615,18_24,0.0
616,18_24,0.0
619,35_44,0.0
620,35_44,0.0
621,65_inf,0.0
622,18_24,0.0
623,25_34,0.0
625,45_54,0.0
626,18_24,0.0
627,25_34,0.0
628,25_34,0.0
630,45_54,0.0
631,35_44,0.0
632,18_24,0.0
634,45_54,0.0
635,35_44,0.0
636,18_24,0.0
637,55_64,0.0
638,45_54,1.0
639,45_54,0.0
640,25_34,1.0
641,55_64,0.0
642,25_34,0.0
643,35_44,0.0
644,25_34,1.0
646,55_64,1.0
647,18_24,0.0
648,45_54,0.0
649,45_54,0.0
650,35_44,0.0
652,35_44,1.0
653,25_34,0.0
654,18_24,0.0
655,35_44,0.0
656,25_34,0.0
657,35_44,0.0
658,25_34,0.0
659,25_34,0.0
660,45_54,0.0
661,35_44,0.0
662,45_54,1.0
663,18_24,1.0
665,18_24,0.0
667,65_inf,0.0
668,25_34,1.0
669,45_54,0.0
670,55_64,1.0
671,18_24,0.0
672,18_24,0.0
673,18_24,0.0
674,45_54,1.0
676,18_24,1.0
677,25_34,0.0
679,35_44,0.0
680,35_44,0.0
681,25_34,0.0
682,25_34,0.0
683,45_54,1.0
684,25_34,0.0
686,45_54,0.0
687,35_44,1.0
688,65_inf,0.0
689,18_24,0.0
690,18_24,0.0
691,35_44,0.0
693,25_34,1.0
694,35_44,0.0
695,55_64,0.0
696,45_54,0.0
697,25_34,0.0
698,18_24,1.0
699,35_44,1.0
700,35_44,0.0
701,25_34,0.0
702,18_24,0.0
703,18_24,0.0
704,45_54,0.0
705,25_34,0.0
706,25_34,0.0
708,18_24,0.0
709,25_34,
710,25_34,0.0
712,18_24,1.0
715,35_44,0.0
716,55_64,0.0
717,18_24,0.0
718,25_34,0.0
719,35_44,0.0
720,25_34,0.0
721,55_64,0.0
723,18_24,0.0
724,45_54,1.0
725,35_44,0.0
726,45_54,0.0
727,35_44,0.0
728,25_34,0.0
730,45_54,
731,35_44,1.0
732,35_44,1.0
733,55_64,1.0
734,25_34,0.0
735,18_24,0.0
736,18_24,1.0
737,55_64,0.0
738,45_54,0.0
739,35_44,0.0
740,18_24,0.0
741,35_44,0.0
742,35_44,1.0
743,45_54,0.0
745,18_24,0.0
746,35_44,0.0
747,25_34,0.0
748,45_54,
749,18_24,0.0
750,45_54,0.0
751,65_inf,0.0
752,18_24,1.0
754,18_24,1.0
755,45_54,1.0
756,25_34,0.0
757,45_54,0.0
759,18_24,0.0
760,45_54,0.0
761,25_34,0.0
762,18_24,0.0
763,45_54,0.0
764,18_24,
766,35_44,1.0
767,25_34,0.0
768,18_24,0.0
769,18_24,0.0
770,65_inf,0.0
771,25_34,0.0
772,45_54,0.0
773,18_24,0.0
774,65_inf,0.0
775,25_34,0.0
776,45_54,0.0
777,18_24,1.0
778,45_54,0.0
780,35_44,0.0
781,25_34,1.0
782,65_inf,1.0
783,35_44,1.0
786,45_54,1.0
787,45_54,0.0
788,45_54,0.0
791,25_34,0.0
794,35_44,1.0
795,35_44,1.0
796,45_54,0.0
797,18_24,0.0
798,25_34,0.0
799,18_24,
800,35_44,1.0
801,45_54,0.0
804,18_24,1.0
805,18_24,0.0
806,18_24,0.0
807,55_64,1.0
808,65_inf,
810,25_34,1.0
811,35_44,0.0
812,25_34,0.0
814,18_24,0.0
816,65_inf,1.0
817,18_24,0.0
818,65_inf,1.0
819,35_44,0.0
820,45_54,0.0
821,35_44,0.0
822,55_64,1.0
824,18_24,0.0
825,25_34,0.0
827,18_24,0.0
828,55_64,0.0
829,25_34,0.0
830,35_44,1.0
831,35_44,1.0
833,25_34,1.0
834,35_44,1.0
835,18_24,0.0
836,25_34,0.0
837,65_inf,0.0
838,25_34,0.0
839,35_44,0.0
840,45_54,0.0
841,55_64,0.0
842,55_64,
844,18_24,0.0
845,25_34,1.0
847,45_54,1.0
848,25_34,0.0
849,25_34,0.0
851,18_24,0.0
852,45_54,0.0
853,35_44,1.0
855,25_34,1.0
856,35_44,0.0
857,45_54,0.0
858,35_44,0.0
860,35_44,0.0
861,35_44,1.0
864,45_54,1.0
865,25_34,0.0
866,18_24,1.0
867,45_54,0.0
868,25_34,0.0
869,35_44,0.0
870,18_24,0.0
871,35_44,0.0
872,18_24,0.0
873,25_34,0.0
874,35_44,0.0
875,25_34,0.0
876,18_24,0.0
877,35_44,0.0
879,45_54,0.0
881,55_64,
882,25_34,0.0
883,45_54,0.0
884,45_54,1.0
885,35_44,0.0
886,35_44,0.0
887,45_54,0.0
888,55_64,0.0
889,35_44,0.0
890,25_34,0.0
891,18_24,0.0
892,55_64,1.0
893,25_34,0.0
895,45_54,0.0
896,25_34,0.0
897,65_inf,0.0
899,35_44,0.0
900,45_54,0.0
902,45_54,1.0
903,25_34,0.0
908,35_44,0.0
909,18_24,0.0
910,55_64,0.0
911,18_24,1.0
912,65_inf,0.0
914,35_44,0.0
915,18_24,0.0
916,25_34,1.0
917,18_24,0.0
918,65_inf,1.0
919,35_44,1.0
920,25_34,0.0
921,18_24,1.0
922,18_24,0.0
923,55_64,0.0
924,18_24,0.0
925,25_34,0.0
926,18_24,0.0
927,45_54,0.0
928,35_44,0.0
930,35_44,0.0
931,35_44,0.0
932,18_24,0.0
933,18_24,0.0
934,25_34,0.0
935,18_24,1.0
936,18_24,0.0
937,45_54,0.0
938,25_34,0.0
939,25_34,0.0
940,25_34,0.0
941,25_34,1.0
942,65_inf,0.0
943,25_34,0.0
945,25_34,0.0
947,18_24,1.0
948,25_34,0.0
949,65_inf,0.0
950,45_54,0.0
951,45_54,
952,25_34,0.0
953,45_54,0.0
954,55_64,
955,35_44,0.0
956,18_24,0.0
957,35_44,0.0
958,45_54,0.0
959,35_44,0.0
960,18_24,0.0
961,25_34,0.0
962,35_44,1.0
964,18_24,0.0
965,18_24,1.0
966,45_54,0.0
967,18_24,0.0
968,18_24,0.0
969,18_24,1.0
970,45_54,
971,18_24,0.0
972,35_44,0.0
974,45_54,0.0
976,25_34,1.0
977,25_34,0.0
979,25_34,0.0
980,35_44,0.0
981,45_54,0.0
982,55_64,0.0
983,55_64,1.0
984,35_44,0.0
985,45_54,0.0
986,45_54,1.0
987,45_54,0.0
989,18_24,0.0
990,18_24,0.0
994,35_44,1.0
996,25_34,0.0
997,45_54,0.0
998,25_34,1.0
1000,25_34,0.0
1001,25_34,1.0
1002,35_44,0.0
1003,35_44,1.0
1005,18_24,1.0
1006,65_inf,0.0
1007,35_44,0.0
1009,35_44,1.0
1010,55_64,0.0
1011,18_24,0.0
1012,25_34,0.0
1014,45_54,0.0
1015,18_24,0.0
1016,25_34,1.0
1017,65_inf,0.0
1018,18_24,1.0
1019,25_34,0.0
1020,35_44,1.0
1021,35_44,1.0
1022,35_44,1.0
1023,25_34,1.0
1025,25_34,1.0
1027,25_34,0.0
1028,18_24,0.0
1029,18_24,0.0
1030,65_inf,0.0
1031,55_64,0.0
1032,18_24,0.0
1033,35_44,1.0
1034,45_54,1.0
1035,25_34,1.0
1036,55_64,1.0
1037,55_64,0.0
1038,35_44,0.0
1039,45_54,0.0
1040,18_24,0.0
1041,25_34,0.0
1042,35_44,1.0
1043,25_34,1.0
1044,35_44,0.0
1045,45_54,0.0
1046,65_inf,0.0
1047,18_24,0.0
1048,25_34,0.0
1049,25_34,0.0
1050,25_34,0.0
1051,25_34,1.0
1052,25_34,1.0
1053,25_34,1.0
1055,35_44,0.0
1056,45_54,1.0
1057,18_24,0.0
1058,18_24,0.0
1059,65_inf,0.0
1061,35_44,1.0
1062,25_34,0.0
1063,35_44,0.0
1064,35_44,0.0
1067,18_24,1.0
1068,25_34,1.0
1069,55_64,1.0
1070,35_44,0.0
1071,35_44,0.0
1072,18_24,0.0
1073,65_inf,0.0
1077,45_54,1.0
1078,18_24,0.0
1079,18_24,0.0
1080,18_24,0.0
1081,25_34,0.0
1082,35_44,0.0
1083,55_64,0.0
1084,45_54,1.0
1086,18_24,0.0
1087,45_54,0.0
1088,65_inf,0.0
1089,25_34,0.0
1090,35_44,0.0
1092,18_24,1.0
1093,18_24,0.0
1094,25_34,1.0
1097,18_24,0.0
1098,18_24,1.0
1100,45_54,0.0
1101,45_54,1.0
1103,18_24,0.0
1104,45_54,0.0
1105,25_34,0.0
1106,45_54,1.0
1107,45_54,0.0
1109,65_inf,1.0
1110,35_44,1.0
1111,35_44,0.0
1112,35_44,0.0
1113,65_inf,0.0
1114,45_54,0.0
1115,65_inf,0.0
1116,25_34,0.0
1117,35_44,0.0
1119,55_64,0.0
1120,45_54,0.0
1121,18_24,0.0
1122,65_inf,0.0
1123,18_24,0.0
1125,45_54,1.0
1126,45_54,0.0
1127,25_34,0.0
1129,25_34,0.0
1132,25_34,0.0
1134,35_44,0.0
1135,18_24,1.0
1136,35_44,0.0
1138,18_24,0.0
1140,25_34,0.0
1141,25_34,0.0
1142,25_34,1.0
1143,25_34,1.0
1144,35_44,1.0
1145,25_34,1.0
1146,35_44,0.0
1147,18_24,0.0
1148,18_24,1.0
1149,55_64,0.0
1151,18_24,0.0
1152,25_34,0.0
1153,35_44,0.0
1154,35_44,0.0
1155,25_34,0.0
1156,35_44,0.0
1157,25_34,0.0
1159,45_54,0.0
1161,35_44,0.0
1162,25_34,0.0
1163,35_44,0.0
1164,18_24,0.0
1166,45_54,1.0
1167,25_34,0.0
1168,25_34,0.0
1169,45_54,0.0
1170,25_34,0.0
1171,45_54,0.0
1172,18_24,0.0
1173,55_64,0.0
1174,25_34,0.0
1175,25_34,0.0
1176,25_34,0.0
1177,35_44,1.0
1178,18_24,0.0
1179,25_34,0.0
1180,35_44,0.0
1182,55_64,0.0
1183,18_24,0.0
1186,45_54,0.0
1187,35_44,1.0
1188,18_24,0.0
1189,35_44,0.0
1190,18_24,0.0
1191,18_24,1.0
1192,35_44,1.0
1193,45_54,0.0
1195,45_54,0.0
1196,18_24,0.0
1197,45_54,0.0
1198,18_24,1.0
1199,18_24,0.0
1200,35_44,1.0
1201,55_64,0.0
1202,25_34,1.0
1204,18_24,0.0
1205,25_34,1.0
1206,35_44,1.0
1207,65_inf,0.0
1208,25_34,1.0
1209,18_24,1.0
1210,45_54,0.0
1211,35_44,1.0
1212,25_34,0.0
1213,25_34,1.0
1215,18_24,0.0
1216,35_44,0.0
1217,65_inf,0.0
1218,18_24,0.0
1219,25_34,0.0
1220,35_44,0.0
1221,18_24,0.0
1222,25_34,0.0
1223,35_44,1.0
1224,35_44,1.0
1225,45_54,1.0
1226,55_64,1.0
1227,45_54,1.0
1228,25_34,0.0
1229,25_34,0.0
1231,55_64,0.0
1232,18_24,1.0
1233,25_34,0.0
1234,45_54,0.0
1235,55_64,0.0
1236,35_44,1.0
1237,18_24,0.0
1238,25_34,0.0
1239,25_34,0.0
1241,18_24,0.0
1242,25_34,1.0
1243,35_44,0.0
1245,18_24,0.0
1246,45_54,0.0
1247,45_54,1.0
1248,25_34,1.0
1249,35_44,0.0
1250,25_34,1.0
1251,18_24,0.0
1252,65_inf,0.0
1253,25_34,0.0
1255,18_24,0.0
1256,18_24,0.0
1258,45_54,0.0
1259,18_24,1.0
1260,45_54,1.0
1261,35_44,0.0
1262,18_24,1.0
1263,35_44,1.0
1264,18_24,0.0
1266,25_34,1.0
1267,25_34,0.0
1268,45_54,0.0
1269,25_34,0.0
1271,18_24,0.0
1273,25_34,1.0
1274,45_54,0.0
1275,35_44,0.0
1276,45_54,0.0
1277,45_54,0.0
1279,18_24,0.0
1281,35_44,0.0
1282,25_34,1.0
1284,45_54,0.0
1285,25_34,0.0
1286,35_44,1.0
1287,25_34,1.0
1288,25_34,0.0
1289,35_44,1.0
1291,25_34,1.0
1292,18_24,0.0
1293,25_34,0.0
1294,25_34,0.0
1295,18_24,1.0
1296,25_34,0.0
1297,25_34,0.0
1298,35_44,1.0
1300,18_24,1.0
1301,25_34,0.0
1302,25_34,0.0
1303,45_54,1.0
1304,25_34,1.0
1305,45_54,1.0
1308,45_54,0.0
1309,18_24,0.0
1310,45_54,1.0
1311,45_54,0.0
1312,18_24,0.0
1313,45_54,0.0
1314,18_24,0.0
1315,35_44,0.0
1317,25_34,0.0
1318,45_54,1.0
1319,25_34,1.0
1320,55_64,0.0
1321,25_34,0.0
1323,45_54,0.0
1324,25_34,1.0
1325,65_inf,1.0
1326,55_64,0.0
1328,35_44,0.0
1329,18_24,0.0
1330,55_64,0.0
1331,18_24,0.0
1332,18_24,0.0
1333,18_24,0.0
1335,18_24,0.0
1336,55_64,0.0
1337,25_34,0.0
1338,55_64,0.0
1339,25_34,0.0
1340,35_44,1.0
1342,35_44,0.0
1346,35_44,1.0
1347,18_24,0.0
1351,45_54,0.0
1352,35_44,1.0
1353,25_34,0.0
1354,25_34,0.0
1355,25_34,0.0
1356,45_54,1.0
1357,25_34,0.0
1358,25_34,1.0
1359,18_24,1.0
1360,35_44,0.0
1361,25_34,1.0
1362,55_64,1.0
1363,35_44,1.0
1364,18_24,0.0
1365,18_24,0.0
1366,18_24,0.0
1367,45_54,0.0
1368,25_34,0.0
1369,18_24,0.0
1370,25_34,1.0
1371,25_34,0.0
1372,18_24,1.0
1373,18_24,0.0
1374,25_34,1.0
1375,18_24,0.0
1376,25_34,0.0
1377,25_34,0.0
1378,18_24,0.0
1379,65_inf,0.0
1380,25_34,1.0
1381,25_34,1.0
1382,25_34,0.0
1385,45_54,1.0
1387,25_34,0.0
1389,35_44,0.0
1390,18_24,0.0
1391,18_24,0.0
1392,35_44,0.0
1393,55_64,0.0
1394,18_24,0.0
1396,25_34,0.0
1397,45_54,0.0
1398,18_24,0.0
1399,25_34,0.0
1400,25_34,0.0
1401,18_24,1.0
1402,35_44,1.0
1403,55_64,1.0
1404,35_44,0.0
1406,35_44,0.0
1407,18_24,0.0
1408,35_44,0.0
1409,18_24,0.0
1411,25_34,0.0
1412,35_44,0.0
1413,35_44,0.0
1414,18_24,0.0
1415,18_24,0.0
1416,25_34,0.0
1417,25_34,0.0
1418,55_64,0.0
1419,55_64,1.0
1420,35_44,0.0
1421,35_44,0.0
1423,18_24,0.0
1425,25_34,1.0
1426,25_34,0.0
1428,18_24,1.0
1429,35_44,1.0
1430,25_34,0.0
1431,25_34,0.0
1432,18_24,0.0
1433,25_34,1.0
1434,25_34,1.0
1435,35_44,1.0
1436,25_34,0.0
1437,18_24,1.0
1438,18_24,1.0
1439,35_44,1.0
1440,35_44,1.0
1441,35_44,0.0
1442,18_24,0.0
1443,25_34,0.0
1444,18_24,0.0
1445,35_44,0.0
1446,25_34,0.0
1447,25_34,1.0
1448,25_34,0.0
1449,18_24,0.0
1450,18_24,1.0
1451,25_34,1.0
1452,25_34,0.0
1454,35_44,0.0
1455,25_34,1.0
1456,35_44,
1458,45_54,0.0
1459,45_54,0.0
1463,18_24,0.0
1465,45_54,0.0
1466,25_34,1.0
1468,45_54,0.0
1469,25_34,0.0
1470,35_44,0.0
1471,35_44,0.0
1472,45_54,0.0
1473,18_24,0.0
1474,45_54,0.0
1475,25_34,0.0
1476,18_24,0.0
1478,35_44,0.0
1480,35_44,0.0
1482,25_34,
1484,25_34,0.0
1487,18_24,1.0
1488,18_24,0.0
1489,25_34,1.0
1491,18_24,1.0
1492,35_44,1.0
1494,18_24,0.0
1495,25_34,0.0
1496,35_44,0.0
1497,25_34,0.0
1498,25_34,0.0
1499,35_44,0.0
1500,25_34,0.0
1502,35_44,0.0
1503,45_54,0.0
1504,25_34,0.0
1505,25_34,0.0
1506,45_54,0.0
1507,25_34,1.0
1509,25_34,0.0
1514,18_24,0.0
1515,25_34,1.0
1516,35_44,0.0
1517,35_44,0.0
1518,25_34,0.0
1519,35_44,0.0
1520,45_54,0.0
1521,25_34,1.0
1522,18_24,0.0
1523,35_44,0.0
1524,45_54,1.0
1526,35_44,1.0
1527,18_24,0.0
1528,25_34,0.0
1529,18_24,0.0
1531,35_44,0.0
1532,55_64,1.0
1533,45_54,0.0
1534,65_inf,0.0
1535,18_24,0.0
1536,25_34,1.0
1537,25_34,0.0
1540,35_44,1.0
1541,25_34,0.0
1542,18_24,1.0
1543,25_34,0.0
1544,35_44,0.0
1545,35_44,0.0
1547,25_34,0.0
1548,45_54,0.0
1549,18_24,0.0
1550,18_24,1.0
1551,25_34,0.0
1552,35_44,0.0
1553,18_24,0.0
1554,45_54,0.0
1555,65_inf,0.0
1556,18_24,0.0
1558,25_34,1.0
1559,25_34,0.0
1561,18_24,0.0
1562,45_54,0.0
1563,55_64,1.0
1564,45_54,0.0
1565,18_24,1.0
1566,18_24,0.0
1568,45_54,0.0
1570,35_44,0.0
1571,55_64,0.0
1572,35_44,0.0
1573,25_34,1.0
1574,35_44,0.0
1575,18_24,0.0
1576,18_24,0.0
1578,35_44,1.0
1579,18_24,0.0
1581,25_34,0.0
1582,25_34,0.0
1583,45_54,0.0
1584,45_54,0.0
1586,55_64,0.0
1587,25_34,0.0
1588,18_24,0.0
1589,18_24,1.0
1590,45_54,1.0
1591,25_34,0.0
1592,55_64,0.0
1593,25_34,0.0
1594,18_24,0.0
1595,25_34,0.0
1596,25_34,1.0
1597,45_54,0.0
1599,45_54,0.0
1600,18_24,0.0
1602,35_44,1.0
1605,35_44,0.0
1606,18_24,0.0
1607,35_44,0.0
1608,45_54,0.0
1609,45_54,0.0
1611,18_24,
1614,35_44,0.0
1615,35_44,1.0
1616,25_34,0.0
1618,45_54,0.0
1619,45_54,0.0
1620,18_24,0.0
1621,18_24,0.0
1622,18_24,0.0
1623,55_64,0.0
1625,25_34,0.0
1626,45_54,0.0
1627,45_54,0.0
1628,18_24,1.0
